WARN  2017-08-25 19:16:20,258 [33   ] naries.DictionaryBasedLocalizationSource - Can not find 'Content' in localization source 'Sportsstore'!
WARN  2017-08-25 19:16:20,259 [33   ] naries.DictionaryBasedLocalizationSource - Can not find 'Roles' in localization source 'Sportsstore'!
WARN  2017-08-25 19:16:20,260 [33   ] naries.DictionaryBasedLocalizationSource - Can not find 'Permissions' in localization source 'Sportsstore'!
WARN  2017-08-25 19:16:20,260 [33   ] naries.DictionaryBasedLocalizationSource - Can not find 'SideMenu' in localization source 'Sportsstore'!
WARN  2017-08-25 19:16:20,263 [33   ] naries.DictionaryBasedLocalizationSource - Can not find 'All Products' in localization source 'Sportsstore'!
WARN  2017-08-25 19:16:20,264 [33   ] naries.DictionaryBasedLocalizationSource - Can not find 'Watersports' in localization source 'Sportsstore'!
WARN  2017-08-25 19:16:20,264 [33   ] naries.DictionaryBasedLocalizationSource - Can not find 'Soccer' in localization source 'Sportsstore'!
WARN  2017-08-25 19:16:20,265 [33   ] naries.DictionaryBasedLocalizationSource - Can not find 'Chess' in localization source 'Sportsstore'!
DEBUG 2017-08-25 19:16:20,554 [36   ] Abp.Web.SignalR.Hubs.AbpCommonHub        - A client is connected: {"ConnectionId":"1d8ff6c3-fc02-46aa-8ed7-68ffd28b977c","IpAddress":"::1","TenantId":1,"UserId":2,"ConnectTime":"2017-08-25T19:16:20.5542835+03:00","Properties":{}}
DEBUG 2017-08-25 19:16:20,575 [32   ] Abp.Web.SignalR.Hubs.AbpCommonHub        - A client is registered: 1d8ff6c3-fc02-46aa-8ed7-68ffd28b977c
DEBUG 2017-08-25 19:22:18,256 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
DEBUG 2017-08-25 19:22:18,270 [1    ] Abp.Modules.AbpModuleManager             - Found 17 ABP modules in total.
DEBUG 2017-08-25 19:22:18,276 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Don.Sportsstore.Web.SportsstoreWebModule, Don.Sportsstore.Web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2017-08-25 19:22:18,278 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Don.Sportsstore.SportsstoreDataModule, Don.Sportsstore.EntityFramework, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2017-08-25 19:22:18,278 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Zero.EntityFramework.AbpZeroEntityFrameworkModule, Abp.Zero.EntityFramework, Version=2.3.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2017-08-25 19:22:18,278 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Zero.AbpZeroCoreModule, Abp.Zero, Version=2.3.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2017-08-25 19:22:18,278 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Zero.AbpZeroCommonModule, Abp.Zero.Common, Version=2.3.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2017-08-25 19:22:18,279 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AbpKernelModule, Abp, Version=2.3.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2017-08-25 19:22:18,279 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFramework.AbpEntityFrameworkModule, Abp.EntityFramework, Version=2.3.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2017-08-25 19:22:18,279 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFramework.AbpEntityFrameworkCommonModule, Abp.EntityFramework.Common, Version=2.3.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2017-08-25 19:22:18,279 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Don.Sportsstore.SportsstoreCoreModule, Don.Sportsstore.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2017-08-25 19:22:18,279 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Don.Sportsstore.SportsstoreApplicationModule, Don.Sportsstore.Application, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2017-08-25 19:22:18,280 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AutoMapper.AbpAutoMapperModule, Abp.AutoMapper, Version=2.3.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2017-08-25 19:22:18,280 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Don.Sportsstore.Api.SportsstoreWebApiModule, Don.Sportsstore.WebApi, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2017-08-25 19:22:18,280 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.WebApi.AbpWebApiModule, Abp.Web.Api, Version=2.3.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2017-08-25 19:22:18,280 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.AbpWebModule, Abp.Web, Version=2.3.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2017-08-25 19:22:18,280 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.AbpWebCommonModule, Abp.Web.Common, Version=2.3.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2017-08-25 19:22:18,280 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.SignalR.AbpWebSignalRModule, Abp.Web.SignalR, Version=2.3.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2017-08-25 19:22:18,281 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.Mvc.AbpWebMvcModule, Abp.Web.Mvc, Version=2.3.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2017-08-25 19:22:18,283 [1    ] Abp.Modules.AbpModuleManager             - 17 modules loaded.
DEBUG 2017-08-25 19:22:18,406 [1    ] o.Configuration.LanguageManagementConfig - Converted Abp (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2017-08-25 19:22:18,406 [1    ] o.Configuration.LanguageManagementConfig - Converted AbpZero (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2017-08-25 19:22:18,406 [1    ] o.Configuration.LanguageManagementConfig - Converted Sportsstore (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2017-08-25 19:22:18,406 [1    ] o.Configuration.LanguageManagementConfig - Converted AbpWeb (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2017-08-25 19:22:18,694 [1    ] EntityFramework.AbpEntityFrameworkModule - Registering DbContext: Don.Sportsstore.EntityFramework.SportsstoreDbContext, Don.Sportsstore.EntityFramework, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2017-08-25 19:22:20,099 [1    ] Abp.Localization.LocalizationManager     - Initializing 4 localization sources.
DEBUG 2017-08-25 19:22:20,107 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: Abp
DEBUG 2017-08-25 19:22:20,111 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: AbpZero
DEBUG 2017-08-25 19:22:20,114 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: Sportsstore
DEBUG 2017-08-25 19:22:20,115 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: AbpWeb
DEBUG 2017-08-25 19:22:20,186 [1    ] Abp.BackgroundJobs.BackgroundJobManager  - Start background worker: Abp.BackgroundJobs.BackgroundJobManager
DEBUG 2017-08-25 19:22:20,245 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Found 15 classes define auto mapping attributes
DEBUG 2017-08-25 19:22:20,245 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Don.Sportsstore.Sessions.Dto.TenantLoginInfoDto
DEBUG 2017-08-25 19:22:20,248 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Don.Sportsstore.Sessions.Dto.UserLoginInfoDto
DEBUG 2017-08-25 19:22:20,248 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Don.Sportsstore.Users.Dto.CreateUserInput
DEBUG 2017-08-25 19:22:20,248 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Don.Sportsstore.Users.Dto.UserListDto
DEBUG 2017-08-25 19:22:20,248 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Don.Sportsstore.MultiTenancy.Dto.CreateTenantInput
DEBUG 2017-08-25 19:22:20,248 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Don.Sportsstore.MultiTenancy.Dto.TenantListDto
DEBUG 2017-08-25 19:22:20,248 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Don.Sportsstore.Roles.Dto.PermissionListDto
DEBUG 2017-08-25 19:22:20,248 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Don.Sportsstore.Roles.Dto.RoleListDto
DEBUG 2017-08-25 19:22:20,248 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Don.Sportsstore.Products.Dtos.CreateProductInput
DEBUG 2017-08-25 19:22:20,248 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Don.Sportsstore.Products.Dtos.ProductDto
DEBUG 2017-08-25 19:22:20,249 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Don.Sportsstore.Products.Dtos.CreateUpdateProductInput
DEBUG 2017-08-25 19:22:20,249 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Don.Sportsstore.Orders.Dto.ShippingDetailsInput
DEBUG 2017-08-25 19:22:20,249 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Don.Sportsstore.Cart.Dtos.CartDto
DEBUG 2017-08-25 19:22:20,249 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Don.Sportsstore.Web.Models.Account.TenantSelectionViewModel+TenantInfo
DEBUG 2017-08-25 19:22:20,249 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Don.Sportsstore.Web.Models.Product.ProductListViewModel+ProductInfo
DEBUG 2017-08-25 19:22:21,520 [1    ] Abp.Logging.LogHelper                    - Dynamic web api controller is created for type 'Don.Sportsstore.Sessions.ISessionAppService' with service name 'app/session'.
DEBUG 2017-08-25 19:22:21,521 [1    ] Abp.Logging.LogHelper                    - Dynamic web api controller is created for type 'Don.Sportsstore.Users.IUserAppService' with service name 'app/user'.
DEBUG 2017-08-25 19:22:21,522 [1    ] Abp.Logging.LogHelper                    - Dynamic web api controller is created for type 'Don.Sportsstore.MultiTenancy.ITenantAppService' with service name 'app/tenant'.
DEBUG 2017-08-25 19:22:21,523 [1    ] Abp.Logging.LogHelper                    - Dynamic web api controller is created for type 'Don.Sportsstore.Roles.IRoleAppService' with service name 'app/role'.
DEBUG 2017-08-25 19:22:21,524 [1    ] Abp.Logging.LogHelper                    - Dynamic web api controller is created for type 'Don.Sportsstore.Products.IProductAppService' with service name 'app/product'.
DEBUG 2017-08-25 19:22:21,525 [1    ] Abp.Logging.LogHelper                    - Dynamic web api controller is created for type 'Don.Sportsstore.Orders.IOrderAppService' with service name 'app/order'.
DEBUG 2017-08-25 19:22:21,526 [1    ] Abp.Logging.LogHelper                    - Dynamic web api controller is created for type 'Don.Sportsstore.Cart.ICartAppService' with service name 'app/cart'.
WARN  2017-08-25 19:22:28,489 [5    ] naries.DictionaryBasedLocalizationSource - Can not find 'SideMenu' in localization source 'Sportsstore'!
WARN  2017-08-25 19:22:28,497 [5    ] naries.DictionaryBasedLocalizationSource - Can not find 'All Products' in localization source 'Sportsstore'!
WARN  2017-08-25 19:22:28,498 [5    ] naries.DictionaryBasedLocalizationSource - Can not find 'Watersports' in localization source 'Sportsstore'!
WARN  2017-08-25 19:22:28,499 [5    ] naries.DictionaryBasedLocalizationSource - Can not find 'Soccer' in localization source 'Sportsstore'!
WARN  2017-08-25 19:22:28,499 [5    ] naries.DictionaryBasedLocalizationSource - Can not find 'Chess' in localization source 'Sportsstore'!
WARN  2017-08-25 19:22:29,732 [5    ] naries.DictionaryBasedLocalizationSource - Can not find 'Admin' in localization source 'Sportsstore'!
WARN  2017-08-25 19:22:31,155 [12   ] naries.DictionaryBasedLocalizationSource - Can not find 'Admin' in localization source 'Sportsstore'!
WARN  2017-08-25 19:22:31,156 [12   ] naries.DictionaryBasedLocalizationSource - Can not find 'AdminMenu' in localization source 'Sportsstore'!
WARN  2017-08-25 19:22:31,159 [12   ] naries.DictionaryBasedLocalizationSource - Can not find 'Content' in localization source 'Sportsstore'!
WARN  2017-08-25 19:22:31,160 [12   ] naries.DictionaryBasedLocalizationSource - Can not find 'Roles' in localization source 'Sportsstore'!
